"","ID","total_energy","kitchen","laundry_room","water_air_systems","Average_Global_intensity","Average_Voltage","Daily_Bill","Kitchen_Bill","Laundry_Bill","Water_Air_Bill","Unmeasured_Bill","year","month","day","Weekday"
"355",2007-12-21,33042.9333333333,1191,200,12251,5.71375,242.881631944444,5.94,0.21,0.04,2.2,3.49,2007,"diciembre",21,"viernes"
"356",2007-12-22,43521.0666666667,3819,4550,12673,7.59347222222222,242.145534722222,7.83,0.69,0.82,2.28,4.04,2007,"diciembre",22,"sábado"
"357",2007-12-23,40150.8,1971,3091,11962,6.98277777777778,242.5579375,7.22,0.35,0.56,2.15,4.16,2007,"diciembre",23,"domingo"
"358",2007-12-24,37630.8,2985,2316,14350,6.54972222222222,242.650423611111,6.77,0.54,0.42,2.58,3.23,2007,"diciembre",24,"lunes"
"359",2007-12-25,44916.1333333333,4588,3368,9084,7.79097222222222,242.980868055556,8.08,0.83,0.61,1.63,5.01,2007,"diciembre",25,"martes"
"360",2007-12-26,43004.6666666667,1109,2773,9480,7.42611111111111,242.392395833333,7.74,0.2,0.5,1.71,5.33,2007,"diciembre",26,"miércoles"
"361",2007-12-27,42203.3,4122,1490,7960,7.39583333333333,242.111611111111,7.59,0.74,0.27,1.43,5.15,2007,"diciembre",27,"jueves"
"362",2007-12-28,51884.2,1980,8554,15823,9.03055555555556,242.284479166667,9.33,0.36,1.54,2.85,4.58,2007,"diciembre",28,"viernes"
"363",2007-12-29,54982.6,4836,2434,14906,9.56,240.550666666667,9.89,0.87,0.44,2.68,5.9,2007,"diciembre",29,"sábado"
"364",2007-12-30,42648.6,3595,3597,13485,7.46569444444444,242.099173611111,7.67,0.65,0.65,2.43,3.94,2007,"diciembre",30,"domingo"
"365",2007-12-31,36942.3666666667,0,3457,14071,6.455,241.094791666667,6.65,0,0.62,2.53,3.5,2007,"diciembre",31,"lunes"
"366",2008-01-01,45995.6333333333,2461,2739,12355,7.97861111111111,241.036673611111,8.27,0.44,0.49,2.22,5.12,2008,"enero",1,"martes"
"367",2008-01-02,27401.7666666667,0,3094,8987,4.77041666666667,242.417451388889,4.93,0,0.56,1.62,2.75,2008,"enero",2,"miércoles"
"368",2008-01-03,25168.4666666667,1130,846,6671,4.40166666666667,243.077458333333,4.53,0.2,0.15,1.2,2.98,2008,"enero",3,"jueves"
"369",2008-01-04,38197.5333333333,1241,5326,11752,6.71513888888889,241.273381944444,6.87,0.22,0.96,2.11,3.58,2008,"enero",4,"viernes"
"370",2008-01-05,36387.4666666667,2113,286,14591,6.44680555555556,238.822944444444,6.55,0.38,0.05,2.62,3.5,2008,"enero",5,"sábado"
"371",2008-01-06,30419.7333333333,1966,2445,7824,5.39013888888889,239.407291666667,5.47,0.35,0.44,1.41,3.27,2008,"enero",6,"domingo"
"372",2008-01-07,28263.5666666667,1288,282,10294,4.91527777777778,240.7439375,5.08,0.23,0.05,1.85,2.95,2008,"enero",7,"lunes"
"373",2008-01-08,34059.1666666667,2197,3511,9793,5.99,240.821805555556,6.13,0.4,0.63,1.76,3.34,2008,"enero",8,"martes"
"374",2008-01-09,29807.3333333333,1162,284,8963,5.23194444444444,241.258638888889,5.36,0.21,0.05,1.61,3.49,2008,"enero",9,"miércoles"
"375",2008-01-10,31567.9333333333,1307,285,9992,5.59458333333333,240.807138888889,5.68,0.24,0.05,1.8,3.59,2008,"enero",10,"jueves"
"376",2008-01-11,28430.3,1261,290,7997,4.96347222222222,240.410048611111,5.11,0.23,0.05,1.44,3.39,2008,"enero",11,"viernes"
"377",2008-01-12,47856.8,5594,2621,11116,8.52388888888889,239.960180555556,8.61,1.01,0.47,2,5.13,2008,"enero",12,"sábado"
"378",2008-01-13,48101.75,6505.5,341.5,9378.5,8.45673611111111,239.746996527778,8.65,1.17,0.06,1.69,5.73,2008,"enero",13,"domingo"
"379",2008-01-14,33748.8666666667,5918,339,9738,6.01458333333333,240.299006944444,6.07,1.06,0.06,1.75,3.2,2008,"enero",14,"lunes"
"380",2008-01-15,44781.8666666667,782,6883,14512,7.89125,240.709486111111,8.06,0.14,1.24,2.61,4.07,2008,"enero",15,"martes"
"381",2008-01-16,35597.5333333333,1162,3430,9391,6.31958333333333,240.422145833333,6.4,0.21,0.62,1.69,3.88,2008,"enero",16,"miércoles"
"382",2008-01-17,26204.7,1007,350,8657,4.645,241.627993055556,4.71,0.18,0.06,1.56,2.91,2008,"enero",17,"jueves"
"383",2008-01-18,36449.8,1034,846,14983,6.43222222222222,239.932930555556,6.56,0.19,0.15,2.7,3.52,2008,"enero",18,"viernes"
"384",2008-01-19,33005.1,2521,6054,8015,5.82888888888889,239.605923611111,5.94,0.45,1.09,1.44,2.96,2008,"enero",19,"sábado"
"385",2008-01-20,29006.1333333333,1775,380,4940,5.14888888888889,239.944541666667,5.22,0.32,0.07,0.89,3.94,2008,"enero",20,"domingo"
"386",2008-01-21,30983.3,0,376,10447,5.51902777777778,239.56475,5.57,0,0.07,1.88,3.62,2008,"enero",21,"lunes"
"387",2008-01-22,38750.3,4670,7640,7552,6.92875,240.094777777778,6.97,0.84,1.37,1.36,3.4,2008,"enero",22,"martes"
"388",2008-01-23,31371.8,1116,387,13359,5.52027777777778,240.907048611111,5.64,0.2,0.07,2.4,2.97,2008,"enero",23,"miércoles"
"389",2008-01-24,27417.0333333333,1107,320,5935,4.88791666666667,240.779229166667,4.93,0.2,0.06,1.07,3.6,2008,"enero",24,"jueves"
"390",2008-01-25,37330.9333333333,0,2421,11409,6.54402777777778,240.705444444444,6.72,0,0.44,2.05,4.23,2008,"enero",25,"viernes"
"391",2008-01-26,47249.8,4925,311,15606,8.36666666666667,239.760208333333,8.5,0.89,0.06,2.81,4.74,2008,"enero",26,"sábado"
"392",2008-01-27,39696.1,3725,3818,7367,6.98486111111111,241.303673611111,7.14,0.67,0.69,1.33,4.45,2008,"enero",27,"domingo"
"393",2008-01-28,38469.9333333333,1142,280,12792,6.76958333333333,240.466777777778,6.92,0.21,0.05,2.3,4.36,2008,"enero",28,"lunes"
"394",2008-01-29,44600.4,1487,6199,11077,7.84222222222222,240.623104166667,8.02,0.27,1.12,1.99,4.64,2008,"enero",29,"martes"
"395",2008-01-30,27344.1,0,261,7261,4.82638888888889,241.614652777778,4.92,0,0.05,1.31,3.56,2008,"enero",30,"miércoles"
"396",2008-01-31,32565.3666666667,1165,267,9437,5.79333333333333,241.88575,5.86,0.21,0.05,1.7,3.9,2008,"enero",31,"jueves"
"397",2008-02-01,25577.5333333333,336,280,7241,4.51763888888889,240.360270833333,4.6,0.06,0.05,1.3,3.19,2008,"febrero",1,"viernes"
"398",2008-02-02,49007.45,6283.5,2764,15205,8.65631944444444,240.288899305556,8.82,1.13,0.5,2.74,4.45,2008,"febrero",2,"sábado"
"399",2008-02-03,34742.8,2319,4435,8452,6.13569444444444,240.340722222222,6.25,0.42,0.8,1.52,3.51,2008,"febrero",3,"domingo"
"400",2008-02-04,27135.6333333333,1161,252,9531,4.77722222222222,240.255208333333,4.88,0.21,0.05,1.71,2.91,2008,"febrero",4,"lunes"
"401",2008-02-05,41207.6,1098,7803,13717,7.21055555555556,240.976916666667,7.41,0.2,1.4,2.47,3.34,2008,"febrero",5,"martes"
"402",2008-02-06,27825.6666666667,2114,356,8428,4.93361111111111,238.413715277778,5.01,0.38,0.06,1.52,3.05,2008,"febrero",6,"miércoles"
"403",2008-02-07,25305.1666666667,0,295,8089,4.43930555555556,241.070548611111,4.55,0,0.05,1.46,3.04,2008,"febrero",7,"jueves"
"404",2008-02-08,32509.4,940,1921,9563,5.74722222222222,240.433118055556,5.85,0.17,0.35,1.72,3.61,2008,"febrero",8,"viernes"
"405",2008-02-09,35037.9333333333,2050,2838,10293,6.09,241.764506944444,6.3,0.37,0.51,1.85,3.57,2008,"febrero",9,"sábado"
"406",2008-02-10,36411.9,2562,2955,10128,6.39680555555556,241.275201388889,6.55,0.46,0.53,1.82,3.74,2008,"febrero",10,"domingo"
"407",2008-02-11,28200.2666666667,1018,297,8930,4.93180555555556,241.692194444444,5.07,0.18,0.05,1.61,3.23,2008,"febrero",11,"lunes"
"408",2008-02-12,33129.9666666667,2009,1856,12138,5.84708333333333,239.509152777778,5.96,0.36,0.33,2.18,3.09,2008,"febrero",12,"martes"
"409",2008-02-13,31674.9666666667,2530,3615,7568,5.58013888888889,241.203097222222,5.7,0.46,0.65,1.36,3.23,2008,"febrero",13,"miércoles"
"410",2008-02-14,26743.7,1300,291,9299,4.68375,240.764819444444,4.81,0.23,0.05,1.67,2.86,2008,"febrero",14,"jueves"
"411",2008-02-15,33420.1333333333,1109,1723,13417,5.78125,241.890604166667,6.01,0.2,0.31,2.41,3.09,2008,"febrero",15,"viernes"
"412",2008-02-16,39115.8,1076,2360,11599,6.89388888888889,241.087555555556,7.04,0.19,0.42,2.09,4.34,2008,"febrero",16,"sábado"
"413",2008-02-17,32222.8,3182,2257,6049,5.65444444444444,242.469833333333,5.8,0.57,0.41,1.09,3.73,2008,"febrero",17,"domingo"
"414",2008-02-18,25240.0666666667,0,251,10345,4.37625,242.063930555556,4.54,0,0.05,1.86,2.63,2008,"febrero",18,"lunes"
"415",2008-02-19,35448.6,1881,4711,11200,6.21972222222222,241.010131944444,6.38,0.34,0.85,2.01,3.18,2008,"febrero",19,"martes"
"416",2008-02-20,37563.1666666667,3655,5516,7704,6.60833333333333,241.6696875,6.76,0.66,0.99,1.39,3.72,2008,"febrero",20,"miércoles"
"417",2008-02-21,27230.8333333333,0,307,8523,4.78847222222222,240.750388888889,4.9,0,0.06,1.53,3.31,2008,"febrero",21,"jueves"
"418",2008-02-22,28876.0666666667,1167,1985,10101,5.05527777777778,241.435763888889,5.19,0.21,0.36,1.82,2.8,2008,"febrero",22,"viernes"
"419",2008-02-23,30608.9,1684,2250,10074,5.41152777777778,239.667611111111,5.51,0.3,0.4,1.81,3,2008,"febrero",23,"sábado"
"420",2008-02-24,21050.1333333333,754,332,11447,3.63888888888889,240.377798611111,3.79,0.14,0.06,2.06,1.53,2008,"febrero",24,"domingo"
"421",2008-02-25,8408.13333333333,0,321,1856,1.45555555555556,239.776006944444,1.51,0,0.06,0.33,1.12,2008,"febrero",25,"lunes"
"422",2008-02-26,8452,0,295,2013,1.45902777777778,239.533326388889,1.52,0,0.05,0.36,1.11,2008,"febrero",26,"martes"
"423",2008-02-27,9445.33333333333,0,326,2969,1.63416666666667,239.554020833333,1.7,0,0.06,0.53,1.11,2008,"febrero",27,"miércoles"
"424",2008-02-28,8486.4,0,281,2028,1.46694444444444,239.804270833333,1.53,0,0.05,0.36,1.12,2008,"febrero",28,"jueves"
"425",2008-02-29,22222.4666666667,0,3773,8062,3.87263888888889,238.038493055556,4,0,0.68,1.45,1.87,2008,"febrero",29,"viernes"
"426",2008-03-01,19031.2666666667,0,1287,2724,3.27763888888889,239.431513888889,3.42,0,0.23,0.49,2.7,2008,"marzo",1,"sábado"
"427",2008-03-02,19370.4333333333,0,5244,2565,3.425,239.746243055556,3.48,0,0.94,0.46,2.08,2008,"marzo",2,"domingo"
"428",2008-03-03,17342.5,0,2207,1755,2.9775,240.351986111111,3.12,0,0.4,0.32,2.4,2008,"marzo",3,"lunes"
"429",2008-03-04,27816.5,1249,2443,9415,4.86763888888889,241.026416666667,5,0.22,0.44,1.69,2.65,2008,"marzo",4,"martes"
"430",2008-03-05,33953.4666666667,1145,9797,5529,5.97083333333333,241.065243055556,6.11,0.21,1.76,0.99,3.15,2008,"marzo",5,"miércoles"
"431",2008-03-06,41720.1333333333,1082,372,6965,7.21458333333333,240.429229166667,7.51,0.19,0.07,1.25,6,2008,"marzo",6,"jueves"
"432",2008-03-07,31049.2666666667,1235,3471,9033,5.44166666666667,240.816069444444,5.59,0.22,0.62,1.63,3.12,2008,"marzo",7,"viernes"
"433",2008-03-08,37477.6666666667,6286,346,8435,6.58833333333333,241.590951388889,6.74,1.13,0.06,1.52,4.03,2008,"marzo",8,"sábado"
"434",2008-03-09,26007.6333333333,2607,333,4155,4.59111111111111,240.746381944444,4.68,0.47,0.06,0.75,3.4,2008,"marzo",9,"domingo"
"435",2008-03-10,26978.1,2009,368,8660,4.7125,241.727347222222,4.85,0.36,0.07,1.56,2.86,2008,"marzo",10,"lunes"
"436",2008-03-11,36667.3666666667,1271,3901,12936,6.46694444444444,240.424152777778,6.6,0.23,0.7,2.33,3.34,2008,"marzo",11,"martes"
"437",2008-03-12,29570.5333333333,1120,2374,11042,5.17222222222222,241.057208333333,5.32,0.2,0.43,1.99,2.7,2008,"marzo",12,"miércoles"
"438",2008-03-13,27925.2333333333,3263,3590,5464,4.94166666666667,240.802625,5.02,0.59,0.65,0.98,2.8,2008,"marzo",13,"jueves"
"439",2008-03-14,36837,980,3881,14476,6.44625,240.627368055556,6.63,0.18,0.7,2.6,3.15,2008,"marzo",14,"viernes"
"440",2008-03-15,26271.6666666667,2550,502,5910,4.65069444444444,240.197993055556,4.73,0.46,0.09,1.06,3.12,2008,"marzo",15,"sábado"
"441",2008-03-16,30032.6666666667,2394,566,11286,5.29833333333333,241.294666666667,5.4,0.43,0.1,2.03,2.84,2008,"marzo",16,"domingo"
"442",2008-03-17,28448.6333333333,236,6651,9346,5.00694444444444,240.805229166667,5.12,0.04,1.2,1.68,2.2,2008,"marzo",17,"lunes"
"443",2008-03-18,31959.4333333333,1156,4019,12544,5.57194444444444,241.928986111111,5.75,0.21,0.72,2.26,2.56,2008,"marzo",18,"martes"
"444",2008-03-19,21807.4666666667,2110,411,6154,3.82555555555556,242.402215277778,3.92,0.38,0.07,1.11,2.36,2008,"marzo",19,"miércoles"
"445",2008-03-20,20887.9,1107,478,6670,3.65958333333333,241.762583333333,3.76,0.2,0.09,1.2,2.27,2008,"marzo",20,"jueves"
"446",2008-03-21,34440.7,2171,4778,13275,6.03819444444444,241.369909722222,6.2,0.39,0.86,2.39,2.56,2008,"marzo",21,"viernes"
"447",2008-03-22,34225.2666666667,3322,588,12405,6.02027777777778,241.612152777778,6.16,0.6,0.11,2.23,3.22,2008,"marzo",22,"sábado"
"448",2008-03-23,38766.5,6279,2112,13878,6.79055555555556,242.652625,6.97,1.13,0.38,2.5,2.96,2008,"marzo",23,"domingo"
"449",2008-03-24,32937.8333333333,1131,5988.5,7026,5.75861111111111,242.705920138889,5.93,0.2,1.08,1.26,3.39,2008,"marzo",24,"lunes"
"450",2008-03-25,33597.6,2246,3677,13494,5.87055555555556,242.138215277778,6.04,0.4,0.66,2.43,2.55,2008,"marzo",25,"martes"
"451",2008-03-26,27224.5333333333,2547,3831,7547,4.76305555555556,242.809798611111,4.9,0.46,0.69,1.36,2.39,2008,"marzo",26,"miércoles"
"452",2008-03-27,22847.0333333333,0,356,9022,3.96083333333333,242.095541666667,4.11,0,0.06,1.62,2.43,2008,"marzo",27,"jueves"
"453",2008-03-28,31423.7333333333,2325,3605,11581,5.47902777777778,242.323340277778,5.65,0.42,0.65,2.08,2.5,2008,"marzo",28,"viernes"
"454",2008-03-29,41185.8333333333,5153,375,17240,7.20930555555556,241.253548611111,7.41,0.93,0.07,3.1,3.31,2008,"marzo",29,"sábado"
"455",2008-03-30,35773.2,5045,1315,9769,6.2775,241.163756944444,6.44,0.91,0.24,1.76,3.53,2008,"marzo",30,"domingo"
"456",2008-03-31,22959.5,1091,411,9387,4.00597222222222,242.727041666667,4.13,0.2,0.07,1.69,2.17,2008,"marzo",31,"lunes"
"457",2008-04-01,35484.2,1079,6657,14515,6.2025,241.615805555556,6.38,0.19,1.2,2.61,2.38,2008,"abril",1,"martes"
"458",2008-04-02,28194.5333333333,1106,3674,7989,5.00763888888889,238.667159722222,5.07,0.2,0.66,1.44,2.77,2008,"abril",2,"miércoles"
"459",2008-04-03,18812.6,0,422,6901,3.28083333333333,240.694243055556,3.38,0,0.08,1.24,2.06,2008,"abril",3,"jueves"
"460",2008-04-04,27198.6333333333,2133,775,13246,4.72638888888889,241.331055555556,4.89,0.38,0.14,2.38,1.99,2008,"abril",4,"viernes"
"461",2008-04-05,32846.0333333333,2929,874,13644,5.78486111111111,240.558027777778,5.91,0.53,0.16,2.45,2.77,2008,"abril",5,"sábado"
"462",2008-04-06,28271.9666666667,1124,2615,7552,4.94638888888889,241.149604166667,5.09,0.2,0.47,1.36,3.06,2008,"abril",6,"domingo"
"463",2008-04-07,25647.3,2420,672,9466,4.48416666666667,243.228326388889,4.61,0.44,0.12,1.7,2.35,2008,"abril",7,"lunes"
"464",2008-04-08,44291.9333333333,2752,10713,17519,7.69944444444444,242.066583333333,7.97,0.5,1.93,3.15,2.39,2008,"abril",8,"martes"
"465",2008-04-09,20314.2,0,376,9003,3.52291666666667,242.317708333333,3.65,0,0.07,1.62,1.96,2008,"abril",9,"miércoles"
"466",2008-04-10,24629.1,3261,457,6527,4.30541666666667,241.949048611111,4.43,0.59,0.08,1.17,2.59,2008,"abril",10,"jueves"
"467",2008-04-11,31294.4,1802,491,14522,5.45263888888889,240.758375,5.63,0.32,0.09,2.61,2.61,2008,"abril",11,"viernes"
"468",2008-04-12,46666.9,7076,2499,15225,8.21819444444444,241.063173611111,8.4,1.27,0.45,2.74,3.94,2008,"abril",12,"sábado"
"469",2008-04-13,37216.4333333333,2554,5942,13007,6.55180555555556,240.423326388889,6.7,0.46,1.07,2.34,2.83,2008,"abril",13,"domingo"
"470",2008-04-14,26493.0333333333,0,425,11197,4.60430555555556,242.314055555556,4.77,0,0.08,2.01,2.68,2008,"abril",14,"lunes"
"471",2008-04-15,27840.1,1174,3998,9874,4.90958333333333,241.238743055556,5.01,0.21,0.72,1.78,2.3,2008,"abril",15,"martes"
"472",2008-04-16,24817.7333333333,838,403,11322,4.31611111111111,241.744388888889,4.46,0.15,0.07,2.04,2.2,2008,"abril",16,"miércoles"
"473",2008-04-17,23264.3666666667,1719,417,8638,4.10430555555556,241.403597222222,4.19,0.31,0.08,1.55,2.25,2008,"abril",17,"jueves"
"474",2008-04-18,31039.8333333333,2174,3832,10921,5.45763888888889,240.641576388889,5.58,0.39,0.69,1.96,2.54,2008,"abril",18,"viernes"
"475",2008-04-19,37561.8333333333,4319,2457,14722,6.63611111111111,241.143180555556,6.76,0.78,0.44,2.65,2.89,2008,"abril",19,"sábado"
"476",2008-04-20,29856.9666666667,1030,4544,10401,5.26055555555556,241.432875,5.37,0.19,0.82,1.87,2.49,2008,"abril",20,"domingo"
"477",2008-04-21,19402.6,0,2673,6788,3.40416666666667,241.992493055556,3.49,0,0.48,1.22,1.79,2008,"abril",21,"lunes"
"478",2008-04-22,27127.9333333333,971,5093,10603,4.7725,240.959715277778,4.88,0.17,0.92,1.91,1.88,2008,"abril",22,"martes"
"479",2008-04-23,22622.1333333333,1380,492,8406,3.9675,241.511340277778,4.07,0.25,0.09,1.51,2.22,2008,"abril",23,"miércoles"
"480",2008-04-24,17396.2,1263,522,5296,3.05805555555556,240.605326388889,3.13,0.23,0.09,0.95,1.86,2008,"abril",24,"jueves"
"481",2008-04-25,21128.9,824,2004,9400,3.7,241.007152777778,3.8,0.15,0.36,1.69,1.6,2008,"abril",25,"viernes"
"482",2008-04-26,15052.7666666667,0,634,3586,2.63402777777778,240.7925625,2.71,0,0.11,0.65,1.95,2008,"abril",26,"sábado"
"483",2008-04-27,16804,693,588,5488,2.96375,240.907284722222,3.02,0.12,0.11,0.99,1.8,2008,"abril",27,"domingo"
"484",2008-04-28,10984.2,0,621,2786,1.95069444444444,240.978458333333,1.98,0,0.11,0.5,1.37,2008,"abril",28,"lunes"
"485",2008-04-29,32876.9333333333,1402,5411,10481,5.77069444444444,240.706902777778,5.91,0.25,0.97,1.89,2.8,2008,"abril",29,"martes"
"486",2008-04-30,18362.1,1057,590,6653,3.21861111111111,241.433645833333,3.3,0.19,0.11,1.2,1.8,2008,"abril",30,"miércoles"
"487",2008-05-01,9600.23333333333,0,530,2586,1.70236111111111,241.446263888889,1.73,0,0.1,0.47,1.16,2008,"mayo",1,"jueves"
"488",2008-05-02,24962.8,3114,584,8687,4.37777777777778,241.648944444444,4.49,0.56,0.11,1.56,2.26,2008,"mayo",2,"viernes"
"489",2008-05-03,21493.3333333333,996,541,6535,3.80097222222222,240.8336875,3.87,0.18,0.1,1.18,2.41,2008,"mayo",3,"sábado"
"490",2008-05-04,24516.1666666667,2196,2872,5464,4.3625,241.380479166667,4.41,0.4,0.52,0.98,2.51,2008,"mayo",4,"domingo"
"491",2008-05-05,22782.2,1008,378,10197,3.99777777777778,240.736854166667,4.1,0.18,0.07,1.83,2.02,2008,"mayo",5,"lunes"
"492",2008-05-06,29833,1354,5410,12200,5.24597222222222,240.290319444444,5.37,0.24,0.97,2.19,1.97,2008,"mayo",6,"martes"
"493",2008-05-07,19604.4,1030,423,6649,3.4575,241.081263888889,3.53,0.19,0.08,1.2,2.06,2008,"mayo",7,"miércoles"
"494",2008-05-08,35278.3,3667,702,12717,6.17847222222222,239.851291666667,6.35,0.66,0.13,2.29,3.27,2008,"mayo",8,"jueves"
"495",2008-05-09,29121.2,2229,423,11904,5.13611111111111,240.471222222222,5.24,0.4,0.08,2.14,2.62,2008,"mayo",9,"viernes"
"496",2008-05-10,31818.8,6950,612,11714,5.63638888888889,240.086229166667,5.72,1.25,0.11,2.11,2.25,2008,"mayo",10,"sábado"
"497",2008-05-11,26848.6666666667,563,1340,6930,4.80416666666667,240.485597222222,4.83,0.1,0.24,1.25,3.24,2008,"mayo",11,"domingo"
"498",2008-05-12,25403.4,2082,1085,11959,4.51944444444444,241.041625,4.57,0.37,0.2,2.15,1.85,2008,"mayo",12,"lunes"
"499",2008-05-13,24614.9,823,4089,8370,4.39180555555556,240.3740625,4.43,0.15,0.74,1.51,2.03,2008,"mayo",13,"martes"
"500",2008-05-14,26404.3666666667,2467,3436,9716,4.71333333333333,240.708513888889,4.75,0.44,0.62,1.75,1.94,2008,"mayo",14,"miércoles"
"501",2008-05-15,19379.4666666667,868,570,6820,3.52208333333333,240.350395833333,3.49,0.16,0.1,1.23,2,2008,"mayo",15,"jueves"
"502",2008-05-16,27517.4,2228,2568,8957,4.92444444444444,239.616423611111,4.95,0.4,0.46,1.61,2.48,2008,"mayo",16,"viernes"
"503",2008-05-17,27624.2333333333,2158,935,12472,4.95152777777778,239.472861111111,4.97,0.39,0.17,2.24,2.17,2008,"mayo",17,"sábado"
"504",2008-05-18,30065.9666666667,1775,5355,8626,5.40944444444444,239.6826875,5.41,0.32,0.96,1.55,2.58,2008,"mayo",18,"domingo"
"505",2008-05-19,17171.0333333333,1014,558,7503,3.06944444444444,240.431875,3.09,0.18,0.1,1.35,1.46,2008,"mayo",19,"lunes"
"506",2008-05-20,26355.5666666667,1352,2431,11977,4.68222222222222,241.019604166667,4.74,0.24,0.44,2.15,1.91,2008,"mayo",20,"martes"
"507",2008-05-21,22068.5333333333,1989,474,9251,3.91666666666667,240.760513888889,3.97,0.36,0.09,1.66,1.86,2008,"mayo",21,"miércoles"
"508",2008-05-22,16281.1333333333,996,440,6475,2.95597222222222,239.500194444444,2.93,0.18,0.08,1.16,1.51,2008,"mayo",22,"jueves"
"509",2008-05-23,24748.6,0,1390,14734,4.35861111111111,239.498854166667,4.45,0,0.25,2.65,1.55,2008,"mayo",23,"viernes"
"510",2008-05-24,26336.2666666667,1027,569,12833,4.66902777777778,240.724902777778,4.74,0.18,0.1,2.31,2.15,2008,"mayo",24,"sábado"
"511",2008-05-25,34141.7333333333,4307,8811,6016,6.13652777777778,239.945645833333,6.14,0.77,1.59,1.08,2.7,2008,"mayo",25,"domingo"
"512",2008-05-26,21495.1666666667,985,666,9284,3.92972222222222,240.3636875,3.87,0.18,0.12,1.67,1.9,2008,"mayo",26,"lunes"
"513",2008-05-27,28478.3333333333,0,5352,11478,5.10736111111111,239.390868055556,5.12,0,0.96,2.06,2.1,2008,"mayo",27,"martes"
"514",2008-05-28,18572.8666666667,3138,512,6709,3.35055555555556,241.322694444444,3.34,0.56,0.09,1.21,1.48,2008,"mayo",28,"miércoles"
"515",2008-05-29,18917.9333333333,1004,507,8703,3.47569444444444,237.675159722222,3.4,0.18,0.09,1.57,1.56,2008,"mayo",29,"jueves"
"516",2008-05-30,23287.4,0,3019,11298,4.20291666666667,240.553694444444,4.19,0,0.54,2.03,1.62,2008,"mayo",30,"viernes"
"517",2008-05-31,27357.8333333333,1764,2328,11858,4.92305555555556,240.654201388889,4.92,0.32,0.42,2.13,2.05,2008,"mayo",31,"sábado"
"518",2008-06-01,30814.6,1906,545,11307,5.42319444444444,240.623180555556,5.54,0.34,0.1,2.03,3.07,2008,"junio",1,"domingo"
"519",2008-06-02,17900.2,960,558,6341,3.21805555555556,236.369875,3.22,0.17,0.1,1.14,1.81,2008,"junio",2,"lunes"
"520",2008-06-03,26630.2666666667,2897,2608,9265,4.84416666666667,234.152208333333,4.79,0.52,0.47,1.67,2.13,2008,"junio",3,"martes"
"521",2008-06-04,26481.8666666667,1550,7682,6508,4.82777777777778,234.706472222222,4.76,0.28,1.38,1.17,1.93,2008,"junio",4,"miércoles"
"522",2008-06-05,18667.9666666667,1747,506,8781,3.39763888888889,235.163826388889,3.36,0.31,0.09,1.58,1.38,2008,"junio",5,"jueves"
"523",2008-06-06,20295.2333333333,1009,506,7871,3.67208333333333,239.7169375,3.65,0.18,0.09,1.42,1.96,2008,"junio",6,"viernes"
"524",2008-06-07,31374.7333333333,2379,2611,14593,5.53194444444444,238.984444444444,5.64,0.43,0.47,2.63,2.11,2008,"junio",7,"sábado"
"525",2008-06-08,25705.3666666667,2536,3161,9732,4.59611111111111,239.9649375,4.62,0.46,0.57,1.75,1.84,2008,"junio",8,"domingo"
"526",2008-06-09,22094.9666666667,1967,2085,7921,4.03972222222222,239.434680555556,3.97,0.35,0.38,1.42,1.82,2008,"junio",9,"lunes"
"527",2008-06-10,17784.8333333333,907,585,8992,3.20486111111111,239.978048611111,3.2,0.16,0.11,1.62,1.31,2008,"junio",10,"martes"
"528",2008-06-11,18720.1,977,842,7566,3.38847222222222,240.154472222222,3.37,0.18,0.15,1.36,1.68,2008,"junio",11,"miércoles"
"529",2008-06-12,20988.8666666667,1951,567,7246,3.79930555555556,239.690020833333,3.78,0.35,0.1,1.3,2.03,2008,"junio",12,"jueves"
"530",2008-06-13,31249.9666666667,2809,7358.5,10531.5,5.60416666666667,238.888916666667,5.62,0.51,1.32,1.89,1.9,2008,"junio",13,"viernes"
"531",2008-06-14,23082,1862,1011,10681,4.20777777777778,240.014493055556,4.15,0.33,0.18,1.92,1.72,2008,"junio",14,"sábado"
"532",2008-06-15,38151.7,6471,6802,11589,6.77361111111111,239.453729166667,6.86,1.16,1.22,2.08,2.4,2008,"junio",15,"domingo"
"533",2008-06-16,21717.4,1980,464,10012,3.90472222222222,240.433465277778,3.91,0.36,0.08,1.8,1.67,2008,"junio",16,"lunes"
"534",2008-06-17,19084.7333333333,1080,432,10094,3.43458333333333,240.354430555556,3.43,0.19,0.08,1.82,1.34,2008,"junio",17,"martes"
"535",2008-06-18,31560.1333333333,7549,3040,12687,5.71138888888889,239.739868055556,5.68,1.36,0.55,2.28,1.49,2008,"junio",18,"miércoles"
"536",2008-06-19,26468.0333333333,3411,1514,10911,4.73791666666667,239.2726875,4.76,0.61,0.27,1.96,1.92,2008,"junio",19,"jueves"
"537",2008-06-20,27935.0666666667,2948,2935,12417,5.00819444444444,239.9391875,5.03,0.53,0.53,2.23,1.74,2008,"junio",20,"viernes"
"538",2008-06-21,28904.2333333333,940,5823,12828,5.13416666666667,239.463409722222,5.2,0.17,1.05,2.31,1.67,2008,"junio",21,"sábado"
"539",2008-06-22,26106.9333333333,4705,1175,10652,4.67402777777778,239.044118055556,4.7,0.85,0.21,1.92,1.72,2008,"junio",22,"domingo"
